,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
42880,5641,W-Completeren aanvraag-START,11189.0,2012-01-03 18:31:16,7000,2012-01-03 18:42:25,12,2012-01-03,2012-01-03,3
42881,5641,W-Completeren aanvraag-START,11189.0,2012-01-03 18:42:31,7000,2012-01-03 18:46:16,4,2012-01-03,2012-01-03,3
42882,5641,W-Nabellen offertes-START,11189.0,2012-01-03 19:03:12,7000,2012-01-03 19:06:49,4,2012-01-03,2012-01-03,3
42883,5641,W-Nabellen offertes-START,10889.0,2012-01-16 19:33:14,7000,2012-01-16 19:38:03,5,2012-01-16,2012-01-16,3
42884,5641,W-Nabellen offertes-START,11180.0,2012-01-23 17:03:13,7000,2012-01-23 17:03:31,1,2012-01-23,2012-01-23,3
42886,5641,W-Nabellen offertes-START,10889.0,2012-01-23 19:29:44,7000,2012-01-23 19:42:22,13,2012-01-23,2012-01-23,3
42887,5641,W-Nabellen offertes-START,10889.0,2012-01-23 19:43:01,7000,2012-01-23 19:44:55,2,2012-01-23,2012-01-23,3
42888,5641,W-Nabellen offertes-START,10982.0,2012-01-29 00:18:27,7000,2012-01-29 00:22:46,5,2012-01-29,2012-01-29,3
42889,5641,W-Nabellen offertes-START,11019.0,2012-02-09 18:32:00,7000,2012-02-09 18:35:29,4,2012-02-09,2012-02-09,3
42890,5641,W-Nabellen offertes-START,11009.0,2012-02-10 00:44:19,7000,2012-02-10 00:44:35,1,2012-02-10,2012-02-10,3
42891,5641,W-Nabellen offertes-START,11201.0,2012-02-13 23:35:20,7000,2012-02-13 23:35:36,1,2012-02-13,2012-02-13,3
42892,5641,W-Nabellen offertes-START,11122.0,2012-02-17 02:27:42,7000,2012-02-17 02:27:57,1,2012-02-17,2012-02-17,3
42893,5641,W-Nabellen offertes-START,11119.0,2012-02-17 03:40:28,7000,2012-02-17 03:43:37,4,2012-02-17,2012-02-17,3
42894,5641,W-Nabellen offertes-START,11299.0,2012-02-21 04:50:56,7000,2012-02-21 04:52:54,2,2012-02-21,2012-02-21,3
42895,5641,W-Nabellen offertes-START,10913.0,2012-02-22 04:53:25,7000,2012-02-22 04:53:57,1,2012-02-22,2012-02-22,3
42896,5641,W-Nabellen offertes-START,10881.0,2012-02-23 04:54:23,7000,2012-02-23 05:01:20,7,2012-02-23,2012-02-23,3
42897,5641,W-Nabellen offertes-START,10881.0,2012-02-23 05:01:47,7000,2012-02-23 05:01:54,1,2012-02-23,2012-02-23,3
42898,5641,W-Nabellen offertes-START,11203.0,2012-03-02 23:11:21,7000,2012-03-02 23:17:00,6,2012-03-02,2012-03-02,3
52470,6883,W-Completeren aanvraag-START,10912.0,2012-01-21 00:44:55,50000,2012-01-21 00:55:45,11,2012-01-21,2012-01-21,10
52471,6883,W-Nabellen offertes-START,10914.0,2012-01-27 20:11:01,50000,2012-01-27 20:13:03,3,2012-01-27,2012-01-27,10
52472,6883,W-Nabellen offertes-START,10932.0,2012-01-27 20:18:49,50000,2012-01-27 20:22:59,5,2012-01-27,2012-01-27,10
52473,6883,W-Nabellen offertes-START,10982.0,2012-02-16 02:58:24,50000,2012-02-16 03:00:18,2,2012-02-16,2012-02-16,10
52474,6883,W-Nabellen offertes-START,10982.0,2012-02-16 03:00:52,50000,2012-02-16 14:15:03,675,2012-02-16,2012-02-16,10
52475,6883,W-Nabellen offertes-START,10881.0,2012-02-23 02:10:14,50000,2012-02-23 02:12:16,3,2012-02-23,2012-02-23,10
52476,6883,W-Nabellen offertes-START,10881.0,2012-02-23 04:05:30,50000,2012-02-23 04:13:43,9,2012-02-23,2012-02-23,10
52477,6883,W-Nabellen offertes-START,11049.0,2012-02-28 22:10:59,50000,2012-02-28 22:11:58,1,2012-02-28,2012-02-28,10
52478,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 17:09:38,50000,2012-03-01 17:49:16,40,2012-03-01,2012-03-01,10
52479,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 18:50:15,50000,2012-03-01 18:54:42,5,2012-03-01,2012-03-01,10
52480,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 19:00:07,50000,2012-03-01 19:20:49,21,2012-03-01,2012-03-01,10
52481,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 19:34:30,50000,2012-03-01 19:47:14,13,2012-03-01,2012-03-01,10
52482,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 20:06:47,50000,2012-03-01 20:06:57,1,2012-03-01,2012-03-01,10
52483,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 20:31:52,50000,2012-03-01 20:49:00,18,2012-03-01,2012-03-01,10
52484,6883,W-Nabellen incomplete dossiers-START,11121.0,2012-03-01 21:44:09,50000,2012-03-01 21:44:39,1,2012-03-01,2012-03-01,10
52485,6883,W-Nabellen incomplete dossiers-START,11121.0,2012-03-01 22:14:15,50000,2012-03-01 22:18:51,5,2012-03-01,2012-03-01,10
52486,6883,W-Nabellen incomplete dossiers-START,10982.0,2012-03-01 22:27:30,50000,2012-03-01 22:32:37,6,2012-03-01,2012-03-01,10
52487,6883,W-Nabellen incomplete dossiers-START,10899.0,2012-03-02 22:14:27,50000,2012-03-02 22:15:00,1,2012-03-02,2012-03-02,10
52488,6883,W-Valideren aanvraag-START,11289.0,2012-03-02 22:57:13,50000,2012-03-02 23:38:07,41,2012-03-02,2012-03-02,10
52681,6911,W-Completeren aanvraag-START,10913.0,2012-01-21 19:51:11,25000,2012-01-21 20:02:31,12,2012-01-21,2012-01-21,8
52682,6911,W-Nabellen offertes-START,11181.0,2012-01-28 22:39:54,25000,2012-01-28 22:42:08,3,2012-01-28,2012-01-28,8
52683,6911,W-Nabellen offertes-START,10982.0,2012-01-28 23:03:03,25000,2012-01-28 23:06:50,4,2012-01-28,2012-01-28,8
52684,6911,W-Nabellen offertes-START,10913.0,2012-02-14 17:07:10,25000,2012-02-14 17:09:16,3,2012-02-14,2012-02-14,8
52685,6911,W-Nabellen offertes-START,10909.0,2012-02-18 23:19:14,25000,2012-02-18 23:20:57,2,2012-02-18,2012-02-18,8
52686,6911,W-Nabellen offertes-START,10909.0,2012-02-18 23:21:27,25000,2012-02-18 23:22:35,2,2012-02-18,2012-02-18,8
52687,6911,W-Nabellen offertes-START,10913.0,2012-02-28 22:16:46,25000,2012-02-28 22:18:54,3,2012-02-28,2012-02-28,8
52688,6911,W-Nabellen offertes-START,10913.0,2012-02-29 00:14:56,25000,2012-02-29 00:18:49,4,2012-02-29,2012-02-29,8
52689,6911,W-Nabellen offertes-START,10913.0,2012-02-29 03:25:08,25000,2012-02-29 03:25:35,1,2012-02-29,2012-02-29,8
52690,6911,W-Nabellen offertes-START,11259.0,2012-03-01 17:50:09,25000,2012-03-01 17:50:28,1,2012-03-01,2012-03-01,8
52691,6911,W-Valideren aanvraag-START,10138.0,2012-03-02 18:30:12,25000,2012-03-02 18:59:53,30,2012-03-02,2012-03-02,8
56681,7415,W-Afhandelen leads-START,11003.0,2012-01-30 22:07:44,10000,2012-01-30 22:08:44,1,2012-01-30,2012-01-30,4
56682,7415,W-Completeren aanvraag-START,11119.0,2012-01-31 02:42:13,10000,2012-01-31 02:44:17,3,2012-01-31,2012-01-31,4
56683,7415,W-Completeren aanvraag-START,10982.0,2012-02-01 03:41:03,10000,2012-02-01 03:41:07,1,2012-02-01,2012-02-01,4
56684,7415,W-Completeren aanvraag-START,11003.0,2012-02-01 04:19:48,10000,2012-02-01 04:27:38,8,2012-02-01,2012-02-01,4
56685,7415,W-Nabellen offertes-START,10909.0,2012-02-09 04:18:16,10000,2012-02-09 04:20:19,3,2012-02-09,2012-02-09,4
56686,7415,W-Nabellen offertes-START,10909.0,2012-02-18 22:54:01,10000,2012-02-18 22:57:44,4,2012-02-18,2012-02-18,4
56687,7415,W-Nabellen offertes-START,11203.0,2012-02-21 22:26:56,10000,2012-02-21 22:33:06,7,2012-02-21,2012-02-21,4
56688,7415,W-Nabellen offertes-START,11122.0,2012-02-22 02:19:58,10000,2012-02-22 02:20:31,1,2012-02-22,2012-02-22,4
56689,7415,W-Nabellen offertes-START,10912.0,2012-02-22 04:50:04,10000,2012-02-22 04:52:01,2,2012-02-22,2012-02-22,4
56690,7415,W-Nabellen offertes-START,10912.0,2012-02-22 05:00:17,10000,2012-02-22 05:00:34,1,2012-02-22,2012-02-22,4
56691,7415,W-Nabellen offertes-START,11203.0,2012-02-23 23:44:34,10000,2012-02-23 23:48:45,5,2012-02-23,2012-02-23,4
56692,7415,W-Nabellen offertes-START,10933.0,2012-03-02 03:11:47,10000,2012-03-02 03:12:17,1,2012-03-02,2012-03-02,4
56851,7436,W-Completeren aanvraag-START,11003.0,2012-01-31 00:00:10,25000,2012-01-31 00:17:05,17,2012-01-31,2012-01-31,8
56852,7436,W-Completeren aanvraag-START,11003.0,2012-01-31 00:17:38,25000,2012-01-31 00:18:16,1,2012-01-31,2012-01-31,8
