,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
54043,7083,W-Completeren aanvraag-START,10881.0,2012-01-24 19:01:17,5000,2012-01-24 19:02:50,2,2012-01-24,2012-01-24,1
54044,7083,W-Completeren aanvraag-START,11003.0,2012-01-25 00:14:32,5000,2012-01-25 00:14:42,1,2012-01-25,2012-01-25,1
54045,7083,W-Completeren aanvraag-START,10910.0,2012-01-25 02:56:18,5000,2012-01-25 03:03:15,7,2012-01-25,2012-01-25,1
54046,7083,W-Nabellen offertes-START,10910.0,2012-01-25 03:04:51,5000,2012-01-25 03:10:59,7,2012-01-25,2012-01-25,1
54047,7083,W-Nabellen offertes-START,10933.0,2012-01-31 20:10:12,5000,2012-01-31 20:10:46,1,2012-01-31,2012-01-31,1
54049,7083,W-Nabellen offertes-START,11203.0,2012-02-07 21:47:12,5000,2012-02-07 21:48:57,2,2012-02-07,2012-02-07,1
54050,7083,W-Nabellen offertes-START,11203.0,2012-02-08 02:42:31,5000,2012-02-08 02:45:15,3,2012-02-08,2012-02-08,1
54051,7083,W-Nabellen offertes-START,11203.0,2012-02-08 02:46:23,5000,2012-02-08 02:47:41,2,2012-02-08,2012-02-08,1
54052,7083,W-Nabellen offertes-START,11203.0,2012-02-08 02:48:37,5000,2012-02-08 02:49:17,1,2012-02-08,2012-02-08,1
54053,7083,W-Nabellen offertes-START,11319.0,2012-02-16 00:52:58,5000,2012-02-16 01:00:16,8,2012-02-16,2012-02-16,1
54054,7083,W-Nabellen offertes-START,11299.0,2012-02-22 19:57:24,5000,2012-02-22 20:01:24,4,2012-02-22,2012-02-22,1
54055,7083,W-Nabellen offertes-START,11299.0,2012-02-22 20:01:46,5000,2012-02-22 20:03:28,2,2012-02-22,2012-02-22,1
54056,7083,W-Nabellen offertes-START,11300.0,2012-02-29 22:02:42,5000,2012-02-29 22:32:20,30,2012-02-29,2012-02-29,1
54057,7083,W-Nabellen offertes-START,10913.0,2012-03-03 03:53:35,5000,2012-03-03 03:56:32,3,2012-03-03,2012-03-03,1
54058,7083,W-Nabellen offertes-START,10909.0,2012-03-03 20:38:36,5000,2012-03-03 20:40:40,3,2012-03-03,2012-03-03,1
54059,7083,W-Nabellen offertes-START,10909.0,2012-03-03 20:40:45,5000,2012-03-03 20:41:26,1,2012-03-03,2012-03-03,1
54060,7083,W-Nabellen offertes-START,10909.0,2012-03-03 20:41:32,5000,2012-03-03 20:41:45,1,2012-03-03,2012-03-03,1
54061,7083,W-Nabellen offertes-START,11009.0,2012-03-13 21:15:27,5000,2012-03-13 21:17:56,3,2012-03-13,2012-03-13,1
58336,7626,W-Completeren aanvraag-START,10881.0,2012-02-02 03:12:58,40000,2012-02-02 03:13:58,1,2012-02-02,2012-02-02,10
58337,7626,W-Completeren aanvraag-START,10881.0,2012-02-02 03:14:03,40000,2012-02-02 03:16:14,3,2012-02-02,2012-02-02,10
58338,7626,W-Nabellen offertes-START,10881.0,2012-02-02 03:16:26,40000,2012-02-02 03:17:29,2,2012-02-02,2012-02-02,10
58339,7626,W-Nabellen offertes-START,11203.0,2012-02-09 23:48:45,40000,2012-02-09 23:52:48,5,2012-02-09,2012-02-09,10
58340,7626,W-Nabellen offertes-START,11119.0,2012-02-18 03:56:17,40000,2012-02-18 03:59:58,4,2012-02-18,2012-02-18,10
58341,7626,W-Nabellen offertes-START,10933.0,2012-03-02 01:21:21,40000,2012-03-02 01:25:33,5,2012-03-02,2012-03-02,10
58342,7626,W-Nabellen offertes-START,10933.0,2012-03-02 01:26:27,40000,2012-03-02 01:27:19,1,2012-03-02,2012-03-02,10
58343,7626,W-Nabellen offertes-START,11119.0,2012-03-10 20:16:29,40000,2012-03-10 20:21:08,5,2012-03-10,2012-03-10,10
58344,7626,W-Nabellen offertes-START,11122.0,2012-03-13 01:04:01,40000,2012-03-13 01:04:07,1,2012-03-13,2012-03-13,10
58345,7626,W-Nabellen offertes-START,11122.0,2012-03-13 01:04:46,40000,2012-03-13 01:22:09,18,2012-03-13,2012-03-13,10
58949,7696,W-Completeren aanvraag-START,11119.0,2012-02-03 03:57:46,31000,2012-02-03 04:10:46,13,2012-02-03,2012-02-03,9
58950,7696,W-Nabellen offertes-START,11119.0,2012-02-03 04:10:59,31000,2012-02-03 04:12:41,2,2012-02-03,2012-02-03,9
58951,7696,W-Nabellen offertes-START,11179.0,2012-02-10 20:36:56,31000,2012-02-10 20:39:58,4,2012-02-10,2012-02-10,9
58952,7696,W-Nabellen offertes-START,11201.0,2012-02-11 01:49:05,31000,2012-02-11 01:52:05,3,2012-02-11,2012-02-11,9
58953,7696,W-Nabellen offertes-START,11203.0,2012-02-14 20:04:59,31000,2012-02-14 20:05:17,1,2012-02-14,2012-02-14,9
58954,7696,W-Nabellen offertes-START,10881.0,2012-02-14 20:29:45,31000,2012-02-14 20:29:52,1,2012-02-14,2012-02-14,9
58955,7696,W-Nabellen offertes-START,10881.0,2012-02-14 20:37:24,31000,2012-02-14 20:44:33,8,2012-02-14,2012-02-14,9
58956,7696,W-Nabellen offertes-START,10909.0,2012-03-03 19:53:39,31000,2012-03-03 19:56:23,3,2012-03-03,2012-03-03,9
58957,7696,W-Nabellen offertes-START,10909.0,2012-03-03 19:59:00,31000,2012-03-03 20:03:34,5,2012-03-03,2012-03-03,9
58958,7696,W-Nabellen offertes-START,10933.0,2012-03-13 04:56:51,31000,2012-03-13 04:57:09,1,2012-03-13,2012-03-13,9
60814,7927,W-Afhandelen leads-START,11122.0,2012-02-07 01:33:12,25000,2012-02-07 01:33:52,1,2012-02-07,2012-02-07,8
60815,7927,W-Completeren aanvraag-START,11122.0,2012-02-07 01:34:07,25000,2012-02-07 01:52:46,19,2012-02-07,2012-02-07,8
60816,7927,W-Completeren aanvraag-START,11122.0,2012-02-07 01:52:55,25000,2012-02-07 01:55:43,3,2012-02-07,2012-02-07,8
60817,7927,W-Nabellen offertes-START,11122.0,2012-02-07 01:56:18,25000,2012-02-07 01:58:12,2,2012-02-07,2012-02-07,8
60818,7927,W-Nabellen offertes-START,11122.0,2012-02-07 01:58:39,25000,2012-02-07 01:59:19,1,2012-02-07,2012-02-07,8
60819,7927,W-Nabellen offertes-START,11122.0,2012-02-07 02:19:49,25000,2012-02-07 02:21:04,2,2012-02-07,2012-02-07,8
60820,7927,W-Nabellen offertes-START,11122.0,2012-02-07 02:21:16,25000,2012-02-07 02:29:21,9,2012-02-07,2012-02-07,8
60821,7927,W-Nabellen offertes-START,11119.0,2012-02-14 03:27:42,25000,2012-02-14 03:28:16,1,2012-02-14,2012-02-14,8
