,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
42647,5608,W-Completeren aanvraag-START,11169.0,2012-01-03 18:19:04,50000,2012-01-03 18:21:18,3,2012-01-03,2012-01-03,10
42648,5608,W-Completeren aanvraag-START,10982.0,2012-01-04 02:15:59,50000,2012-01-04 02:29:07,14,2012-01-04,2012-01-04,10
42649,5608,W-Nabellen offertes-START,10982.0,2012-01-04 02:29:13,50000,2012-01-04 02:30:43,2,2012-01-04,2012-01-04,10
42650,5608,W-Nabellen offertes-START,10982.0,2012-01-04 02:31:04,50000,2012-01-04 02:32:26,2,2012-01-04,2012-01-04,10
42651,5608,W-Nabellen offertes-START,10982.0,2012-01-04 02:32:35,50000,2012-01-04 02:32:40,1,2012-01-04,2012-01-04,10
42652,5608,W-Nabellen offertes-START,10889.0,2012-01-14 04:51:38,50000,2012-01-14 04:56:10,5,2012-01-14,2012-01-14,10
42653,5608,W-Nabellen offertes-START,11119.0,2012-01-21 02:57:38,50000,2012-01-21 02:59:39,3,2012-01-21,2012-01-21,10
42654,5608,W-Nabellen offertes-START,10913.0,2012-01-28 18:20:07,50000,2012-01-28 18:22:19,3,2012-01-28,2012-01-28,10
42655,5608,W-Nabellen offertes-START,10881.0,2012-01-31 03:26:17,50000,2012-01-31 03:27:28,2,2012-01-31,2012-01-31,10
42656,5608,W-Nabellen offertes-START,10889.0,2012-01-31 23:25:25,50000,2012-02-01 03:16:07,231,2012-01-31,2012-02-01,10
42658,5608,W-Nabellen offertes-START,11000.0,2012-02-02 18:41:49,50000,2012-02-02 18:50:52,10,2012-02-02,2012-02-02,10
42659,5608,W-Nabellen offertes-START,11000.0,2012-02-02 18:51:09,50000,2012-02-02 18:51:41,1,2012-02-02,2012-02-02,10
42660,5608,W-Nabellen offertes-START,11201.0,2012-02-11 01:16:41,50000,2012-02-11 01:23:53,8,2012-02-11,2012-02-11,10
42661,5608,W-Nabellen offertes-START,11119.0,2012-02-16 04:22:43,50000,2012-02-16 04:26:23,4,2012-02-16,2012-02-16,10
42662,5608,W-Nabellen offertes-START,11299.0,2012-02-21 04:26:39,50000,2012-02-21 04:43:43,18,2012-02-21,2012-02-21,10
42663,5608,W-Nabellen offertes-START,11300.0,2012-03-01 00:48:47,50000,2012-03-01 00:49:05,1,2012-03-01,2012-03-01,10
42664,5608,W-Nabellen offertes-START,11302.0,2012-03-01 03:05:40,50000,2012-03-01 03:09:56,5,2012-03-01,2012-03-01,10
52470,6883,W-Completeren aanvraag-START,10912.0,2012-01-21 00:44:55,50000,2012-01-21 00:55:45,11,2012-01-21,2012-01-21,10
52471,6883,W-Nabellen offertes-START,10914.0,2012-01-27 20:11:01,50000,2012-01-27 20:13:03,3,2012-01-27,2012-01-27,10
52472,6883,W-Nabellen offertes-START,10932.0,2012-01-27 20:18:49,50000,2012-01-27 20:22:59,5,2012-01-27,2012-01-27,10
52473,6883,W-Nabellen offertes-START,10982.0,2012-02-16 02:58:24,50000,2012-02-16 03:00:18,2,2012-02-16,2012-02-16,10
52474,6883,W-Nabellen offertes-START,10982.0,2012-02-16 03:00:52,50000,2012-02-16 14:15:03,675,2012-02-16,2012-02-16,10
52475,6883,W-Nabellen offertes-START,10881.0,2012-02-23 02:10:14,50000,2012-02-23 02:12:16,3,2012-02-23,2012-02-23,10
52476,6883,W-Nabellen offertes-START,10881.0,2012-02-23 04:05:30,50000,2012-02-23 04:13:43,9,2012-02-23,2012-02-23,10
52477,6883,W-Nabellen offertes-START,11049.0,2012-02-28 22:10:59,50000,2012-02-28 22:11:58,1,2012-02-28,2012-02-28,10
52478,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 17:09:38,50000,2012-03-01 17:49:16,40,2012-03-01,2012-03-01,10
52479,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 18:50:15,50000,2012-03-01 18:54:42,5,2012-03-01,2012-03-01,10
52480,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 19:00:07,50000,2012-03-01 19:20:49,21,2012-03-01,2012-03-01,10
52481,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 19:34:30,50000,2012-03-01 19:47:14,13,2012-03-01,2012-03-01,10
52482,6883,W-Valideren aanvraag-START,10809.0,2012-03-01 20:06:47,50000,2012-03-01 20:06:57,1,2012-03-01,2012-03-01,10
52483,6883,W-Valideren aanvraag-START,11289.0,2012-03-01 20:31:52,50000,2012-03-01 20:49:00,18,2012-03-01,2012-03-01,10
52484,6883,W-Nabellen incomplete dossiers-START,11121.0,2012-03-01 21:44:09,50000,2012-03-01 21:44:39,1,2012-03-01,2012-03-01,10
52485,6883,W-Nabellen incomplete dossiers-START,11121.0,2012-03-01 22:14:15,50000,2012-03-01 22:18:51,5,2012-03-01,2012-03-01,10
52486,6883,W-Nabellen incomplete dossiers-START,10982.0,2012-03-01 22:27:30,50000,2012-03-01 22:32:37,6,2012-03-01,2012-03-01,10
52681,6911,W-Completeren aanvraag-START,10913.0,2012-01-21 19:51:11,25000,2012-01-21 20:02:31,12,2012-01-21,2012-01-21,8
52682,6911,W-Nabellen offertes-START,11181.0,2012-01-28 22:39:54,25000,2012-01-28 22:42:08,3,2012-01-28,2012-01-28,8
52683,6911,W-Nabellen offertes-START,10982.0,2012-01-28 23:03:03,25000,2012-01-28 23:06:50,4,2012-01-28,2012-01-28,8
52684,6911,W-Nabellen offertes-START,10913.0,2012-02-14 17:07:10,25000,2012-02-14 17:09:16,3,2012-02-14,2012-02-14,8
52685,6911,W-Nabellen offertes-START,10909.0,2012-02-18 23:19:14,25000,2012-02-18 23:20:57,2,2012-02-18,2012-02-18,8
52686,6911,W-Nabellen offertes-START,10909.0,2012-02-18 23:21:27,25000,2012-02-18 23:22:35,2,2012-02-18,2012-02-18,8
52687,6911,W-Nabellen offertes-START,10913.0,2012-02-28 22:16:46,25000,2012-02-28 22:18:54,3,2012-02-28,2012-02-28,8
52688,6911,W-Nabellen offertes-START,10913.0,2012-02-29 00:14:56,25000,2012-02-29 00:18:49,4,2012-02-29,2012-02-29,8
52689,6911,W-Nabellen offertes-START,10913.0,2012-02-29 03:25:08,25000,2012-02-29 03:25:35,1,2012-02-29,2012-02-29,8
52690,6911,W-Nabellen offertes-START,11259.0,2012-03-01 17:50:09,25000,2012-03-01 17:50:28,1,2012-03-01,2012-03-01,8
55041,7203,W-Completeren aanvraag-START,11179.0,2012-01-25 23:15:31,8000,2012-01-25 23:15:36,1,2012-01-25,2012-01-25,4
55042,7203,W-Completeren aanvraag-START,11121.0,2012-01-25 23:28:12,8000,2012-01-25 23:41:37,14,2012-01-25,2012-01-25,4
55043,7203,W-Nabellen offertes-START,11121.0,2012-01-25 23:41:56,8000,2012-01-25 23:44:01,3,2012-01-25,2012-01-25,4
55044,7203,W-Nabellen offertes-START,11009.0,2012-02-01 20:50:30,8000,2012-02-01 20:53:22,3,2012-02-01,2012-02-01,4
55045,7203,W-Nabellen offertes-START,11180.0,2012-02-09 20:36:01,8000,2012-02-09 20:37:43,2,2012-02-09,2012-02-09,4
55046,7203,W-Nabellen offertes-START,11119.0,2012-02-18 04:50:49,8000,2012-02-18 04:52:45,2,2012-02-18,2012-02-18,4
55047,7203,W-Nabellen offertes-START,11299.0,2012-02-23 00:29:08,8000,2012-02-23 00:59:37,31,2012-02-23,2012-02-23,4
55048,7203,W-Nabellen offertes-START,10881.0,2012-02-23 01:38:05,8000,2012-02-23 01:39:48,2,2012-02-23,2012-02-23,4
