,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
53885,7065,W-Completeren aanvraag-START,11169.0,2012-01-24 18:25:50,7000,2012-01-24 19:51:15,86,2012-01-24,2012-01-24,3
53886,7065,W-Completeren aanvraag-START,10881.0,2012-01-24 20:00:30,7000,2012-01-24 20:02:56,3,2012-01-24,2012-01-24,3
53887,7065,W-Completeren aanvraag-START,10913.0,2012-01-25 03:31:49,7000,2012-01-25 03:46:20,15,2012-01-25,2012-01-25,3
53888,7065,W-Nabellen offertes-START,10933.0,2012-01-31 20:43:37,7000,2012-01-31 20:46:11,3,2012-01-31,2012-01-31,3
53889,7065,W-Nabellen offertes-START,10861.0,2012-02-02 00:41:01,7000,2012-02-02 00:43:06,3,2012-02-02,2012-02-02,3
53890,7065,W-Nabellen offertes-START,10861.0,2012-02-02 00:43:29,7000,2012-02-02 00:43:52,1,2012-02-02,2012-02-02,3
53891,7065,W-Nabellen offertes-START,11180.0,2012-02-02 02:45:42,7000,2012-02-02 02:58:12,13,2012-02-02,2012-02-02,3
53892,7065,W-Nabellen offertes-START,11179.0,2012-02-10 20:26:56,7000,2012-02-10 20:27:09,1,2012-02-10,2012-02-10,3
53893,7065,W-Nabellen offertes-START,11203.0,2012-02-14 19:22:48,7000,2012-02-14 19:25:49,4,2012-02-14,2012-02-14,3
53894,7065,W-Nabellen offertes-START,10913.0,2012-02-18 00:44:59,7000,2012-02-18 00:46:01,2,2012-02-18,2012-02-18,3
53895,7065,W-Nabellen offertes-START,11299.0,2012-02-22 23:18:15,7000,2012-02-22 23:19:37,2,2012-02-22,2012-02-22,3
53896,7065,W-Nabellen offertes-START,11309.0,2012-02-24 00:03:40,7000,2012-02-24 00:07:52,5,2012-02-24,2012-02-24,3
53897,7065,W-Nabellen offertes-START,10933.0,2012-02-24 02:07:53,7000,2012-02-24 02:10:54,4,2012-02-24,2012-02-24,3
53898,7065,W-Nabellen offertes-START,10933.0,2012-02-24 02:10:56,7000,2012-02-24 02:11:49,1,2012-02-24,2012-02-24,3
