,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
55945,7318,W-Completeren aanvraag-START,10982.0,2012-01-28 19:19:34,30000,2012-01-28 19:21:10,2,2012-01-28,2012-01-28,9
55946,7318,W-Completeren aanvraag-START,10982.0,2012-01-28 19:38:13,30000,2012-01-28 19:50:04,12,2012-01-28,2012-01-28,9
55947,7318,W-Completeren aanvraag-START,11203.0,2012-01-28 20:36:46,30000,2012-01-28 20:46:55,11,2012-01-28,2012-01-28,9
55948,7318,W-Completeren aanvraag-START,11203.0,2012-01-28 20:49:34,30000,2012-01-28 21:01:06,12,2012-01-28,2012-01-28,9
55949,7318,W-Nabellen offertes-START,11203.0,2012-02-06 19:57:45,30000,2012-02-06 20:01:41,4,2012-02-06,2012-02-06,9
55950,7318,W-Nabellen offertes-START,11009.0,2012-02-08 04:44:52,30000,2012-02-08 04:46:25,2,2012-02-08,2012-02-08,9
55951,7318,W-Nabellen offertes-START,10933.0,2012-02-09 02:09:03,30000,2012-02-09 02:14:25,6,2012-02-09,2012-02-09,9
55955,7318,W-Nabellen offertes-START,11203.0,2012-02-16 19:53:37,30000,2012-02-16 19:56:18,3,2012-02-16,2012-02-16,9
55956,7318,W-Nabellen offertes-START,11203.0,2012-02-18 04:16:07,30000,2012-02-18 04:17:33,2,2012-02-18,2012-02-18,9
55957,7318,W-Nabellen offertes-START,10909.0,2012-02-19 00:25:25,30000,2012-02-19 00:28:16,3,2012-02-19,2012-02-19,9
55958,7318,W-Nabellen offertes-START,10932.0,2012-02-20 20:38:14,30000,2012-02-20 20:38:58,1,2012-02-20,2012-02-20,9
55959,7318,W-Nabellen offertes-START,11003.0,2012-02-23 22:28:13,30000,2012-02-23 22:30:59,3,2012-02-23,2012-02-23,9
55960,7318,W-Nabellen offertes-START,11119.0,2012-02-25 03:08:39,30000,2012-02-25 03:09:46,2,2012-02-25,2012-02-25,9
55961,7318,W-Nabellen offertes-START,11203.0,2012-03-01 21:49:06,30000,2012-03-01 21:51:32,3,2012-03-01,2012-03-01,9
55962,7318,W-Nabellen offertes-START,11319.0,2012-03-05 20:44:11,30000,2012-03-05 20:48:26,5,2012-03-05,2012-03-05,9
55963,7318,W-Nabellen offertes-START,10913.0,2012-03-10 01:22:00,30000,2012-03-10 01:39:17,18,2012-03-10,2012-03-10,9
55964,7318,W-Nabellen offertes-START,10913.0,2012-03-10 01:39:30,30000,2012-03-10 01:39:38,1,2012-03-10,2012-03-10,9
57448,7518,W-Completeren aanvraag-START,10933.0,2012-01-31 19:52:35,30000,2012-01-31 20:03:04,11,2012-01-31,2012-01-31,9
57449,7518,W-Completeren aanvraag-START,10933.0,2012-01-31 20:22:58,30000,2012-01-31 20:35:57,13,2012-01-31,2012-01-31,9
57450,7518,W-Completeren aanvraag-START,10910.0,2012-01-31 22:19:33,30000,2012-01-31 22:19:56,1,2012-01-31,2012-01-31,9
57451,7518,W-Completeren aanvraag-START,10932.0,2012-02-10 20:55:51,30000,2012-02-10 21:00:21,5,2012-02-10,2012-02-10,9
57452,7518,W-Nabellen offertes-START,10932.0,2012-02-13 18:40:57,30000,2012-02-13 18:42:43,2,2012-02-13,2012-02-13,9
57453,7518,W-Nabellen offertes-START,10931.0,2012-02-25 20:23:37,30000,2012-02-25 20:30:29,7,2012-02-25,2012-02-25,9
57454,7518,W-Nabellen offertes-START,10933.0,2012-03-02 03:23:36,30000,2012-03-02 03:25:29,2,2012-03-02,2012-03-02,9
57455,7518,W-Nabellen offertes-START,11119.0,2012-03-04 00:06:47,30000,2012-03-04 00:09:40,3,2012-03-04,2012-03-04,9
57456,7518,W-Nabellen offertes-START,11003.0,2012-03-08 23:55:00,30000,2012-03-08 23:55:28,1,2012-03-08,2012-03-08,9
57457,7518,W-Nabellen offertes-START,10913.0,2012-03-10 01:19:14,30000,2012-03-10 01:19:29,1,2012-03-10,2012-03-10,9
57458,7518,W-Nabellen offertes-START,10913.0,2012-03-10 01:19:53,30000,2012-03-10 01:20:03,1,2012-03-10,2012-03-10,9
58336,7626,W-Completeren aanvraag-START,10881.0,2012-02-02 03:12:58,40000,2012-02-02 03:13:58,1,2012-02-02,2012-02-02,10
58337,7626,W-Completeren aanvraag-START,10881.0,2012-02-02 03:14:03,40000,2012-02-02 03:16:14,3,2012-02-02,2012-02-02,10
58338,7626,W-Nabellen offertes-START,10881.0,2012-02-02 03:16:26,40000,2012-02-02 03:17:29,2,2012-02-02,2012-02-02,10
58339,7626,W-Nabellen offertes-START,11203.0,2012-02-09 23:48:45,40000,2012-02-09 23:52:48,5,2012-02-09,2012-02-09,10
58340,7626,W-Nabellen offertes-START,11119.0,2012-02-18 03:56:17,40000,2012-02-18 03:59:58,4,2012-02-18,2012-02-18,10
58341,7626,W-Nabellen offertes-START,10933.0,2012-03-02 01:21:21,40000,2012-03-02 01:25:33,5,2012-03-02,2012-03-02,10
58342,7626,W-Nabellen offertes-START,10933.0,2012-03-02 01:26:27,40000,2012-03-02 01:27:19,1,2012-03-02,2012-03-02,10
58343,7626,W-Nabellen offertes-START,11119.0,2012-03-10 20:16:29,40000,2012-03-10 20:21:08,5,2012-03-10,2012-03-10,10
59285,7737,W-Afhandelen leads-START,10932.0,2012-02-03 19:56:15,7500,2012-02-03 19:58:12,2,2012-02-03,2012-02-03,3
59286,7737,W-Completeren aanvraag-START,11203.0,2012-02-03 22:28:36,7500,2012-02-03 22:28:42,1,2012-02-03,2012-02-03,3
59287,7737,W-Completeren aanvraag-START,11201.0,2012-02-04 02:01:37,7500,2012-02-04 02:12:43,12,2012-02-04,2012-02-04,3
59288,7737,W-Nabellen offertes-START,10909.0,2012-02-11 22:57:43,7500,2012-02-11 23:07:24,10,2012-02-11,2012-02-11,3
59289,7737,W-Nabellen offertes-START,11119.0,2012-02-18 03:36:38,7500,2012-02-18 03:38:23,2,2012-02-18,2012-02-18,3
59290,7737,W-Nabellen offertes-START,10932.0,2012-02-20 20:03:09,7500,2012-02-20 20:08:42,6,2012-02-20,2012-02-20,3
59291,7737,W-Nabellen offertes-START,11119.0,2012-02-25 02:54:51,7500,2012-02-25 02:55:10,1,2012-02-25,2012-02-25,3
59292,7737,W-Nabellen offertes-START,10933.0,2012-03-02 01:51:56,7500,2012-03-02 01:58:16,7,2012-03-02,2012-03-02,3
59293,7737,W-Nabellen offertes-START,10933.0,2012-03-02 02:31:47,7500,2012-03-02 02:32:00,1,2012-03-02,2012-03-02,3
59294,7737,W-Nabellen offertes-START,11003.0,2012-03-02 02:36:17,7500,2012-03-02 02:38:22,3,2012-03-02,2012-03-02,3
59295,7737,W-Nabellen offertes-START,11119.0,2012-03-10 20:34:19,7500,2012-03-10 20:40:59,7,2012-03-10,2012-03-10,3
60560,7884,W-Afhandelen leads-START,11179.0,2012-02-06 19:58:24,4000,2012-02-06 20:00:26,3,2012-02-06,2012-02-06,1
60561,7884,W-Completeren aanvraag-START,11181.0,2012-02-07 03:36:33,4000,2012-02-07 03:38:13,2,2012-02-07,2012-02-07,1
60562,7884,W-Completeren aanvraag-START,10863.0,2012-02-08 01:08:31,4000,2012-02-08 01:09:44,2,2012-02-08,2012-02-08,1
60563,7884,W-Completeren aanvraag-START,10861.0,2012-02-08 19:15:01,4000,2012-02-08 19:15:54,1,2012-02-08,2012-02-08,1
60564,7884,W-Completeren aanvraag-START,10861.0,2012-02-08 23:48:29,4000,2012-02-08 23:56:47,9,2012-02-08,2012-02-08,1
60565,7884,W-Nabellen offertes-START,10861.0,2012-02-08 23:57:14,4000,2012-02-08 23:58:25,2,2012-02-08,2012-02-08,1
60566,7884,W-Nabellen offertes-START,11203.0,2012-02-16 17:31:10,4000,2012-02-16 17:41:53,11,2012-02-16,2012-02-16,1
60567,7884,W-Nabellen offertes-START,11203.0,2012-02-18 04:10:51,4000,2012-02-18 04:12:09,2,2012-02-18,2012-02-18,1
60568,7884,W-Nabellen offertes-START,10913.0,2012-02-19 00:49:28,4000,2012-02-19 00:51:07,2,2012-02-19,2012-02-19,1
60569,7884,W-Nabellen offertes-START,10881.0,2012-02-23 03:44:52,4000,2012-02-23 03:46:10,2,2012-02-23,2012-02-23,1
60570,7884,W-Nabellen offertes-START,11181.0,2012-02-24 04:40:11,4000,2012-02-24 04:45:25,6,2012-02-24,2012-02-24,1
60571,7884,W-Nabellen offertes-START,11181.0,2012-02-24 04:45:38,4000,2012-02-24 04:46:33,1,2012-02-24,2012-02-24,1
60572,7884,W-Nabellen offertes-START,11119.0,2012-03-03 18:47:25,4000,2012-03-03 18:49:28,3,2012-03-03,2012-03-03,1
60573,7884,W-Nabellen offertes-START,11319.0,2012-03-05 17:10:03,4000,2012-03-05 17:11:12,2,2012-03-05,2012-03-05,1
60574,7884,W-Nabellen offertes-START,11319.0,2012-03-05 18:18:54,4000,2012-03-05 18:22:18,4,2012-03-05,2012-03-05,1
60575,7884,W-Nabellen offertes-START,11300.0,2012-03-10 00:06:51,4000,2012-03-10 00:08:58,3,2012-03-10,2012-03-10,1
61405,8004,W-Completeren aanvraag-START,10861.0,2012-02-08 17:22:31,8000,2012-02-08 17:25:42,4,2012-02-08,2012-02-08,4
