,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
48441,6334,W-Completeren aanvraag-START,11180.0,2012-01-13 04:39:58,10000,2012-01-13 04:52:05,13,2012-01-13,2012-01-13,4
48442,6334,W-Nabellen offertes-START,11180.0,2012-01-13 04:52:17,10000,2012-01-13 04:52:41,1,2012-01-13,2012-01-13,4
48443,6334,W-Nabellen offertes-START,11180.0,2012-01-13 04:52:49,10000,2012-01-13 04:53:37,1,2012-01-13,2012-01-13,4
48444,6334,W-Nabellen offertes-START,11201.0,2012-01-20 02:56:00,10000,2012-01-20 02:58:07,3,2012-01-20,2012-01-20,4
48445,6334,W-Nabellen offertes-START,11201.0,2012-01-20 02:58:30,10000,2012-01-20 03:00:28,2,2012-01-20,2012-01-20,4
48446,6334,W-Nabellen offertes-START,11002.0,2012-01-27 04:25:07,10000,2012-01-27 04:36:23,12,2012-01-27,2012-01-27,4
48447,6334,W-Nabellen offertes-START,11000.0,2012-02-03 20:07:09,10000,2012-02-03 20:17:55,11,2012-02-03,2012-02-03,4
48448,6334,W-Nabellen offertes-START,10881.0,2012-02-03 20:34:39,10000,2012-02-03 20:35:43,2,2012-02-03,2012-02-03,4
48449,6334,W-Nabellen offertes-START,11203.0,2012-02-13 17:27:10,10000,2012-02-13 17:29:22,3,2012-02-13,2012-02-13,4
48450,6334,W-Nabellen offertes-START,10913.0,2012-02-17 03:51:39,10000,2012-02-17 03:53:43,3,2012-02-17,2012-02-17,4
48451,6334,W-Nabellen offertes-START,10889.0,2012-02-18 23:06:09,10000,2012-02-18 23:09:29,4,2012-02-18,2012-02-18,4
48452,6334,W-Nabellen offertes-START,11203.0,2012-02-23 19:12:41,10000,2012-02-23 19:13:09,1,2012-02-23,2012-02-23,4
48453,6334,W-Nabellen offertes-START,10881.0,2012-02-24 04:52:01,10000,2012-02-24 04:54:49,3,2012-02-24,2012-02-24,4
48454,6334,W-Nabellen offertes-START,10982.0,2012-03-03 18:29:27,10000,2012-03-03 18:29:48,1,2012-03-03,2012-03-03,4
52066,6833,W-Completeren aanvraag-START,10863.0,2012-01-20 04:26:46,8000,2012-01-20 04:35:47,10,2012-01-20,2012-01-20,4
52067,6833,W-Nabellen offertes-START,10863.0,2012-01-20 04:36:51,8000,2012-01-20 04:38:48,2,2012-01-20,2012-01-20,4
52068,6833,W-Nabellen offertes-START,11122.0,2012-01-27 04:24:17,8000,2012-01-27 04:26:28,3,2012-01-27,2012-01-27,4
52069,6833,W-Nabellen offertes-START,11203.0,2012-02-06 21:39:24,8000,2012-02-06 21:45:35,7,2012-02-06,2012-02-06,4
52070,6833,W-Nabellen offertes-START,11203.0,2012-02-06 21:47:09,8000,2012-02-06 21:47:39,1,2012-02-06,2012-02-06,4
52071,6833,W-Nabellen offertes-START,10913.0,2012-02-11 23:22:06,8000,2012-02-11 23:23:53,2,2012-02-11,2012-02-11,4
52072,6833,W-Nabellen offertes-START,11119.0,2012-02-18 03:38:31,8000,2012-02-18 03:41:29,3,2012-02-18,2012-02-18,4
52073,6833,W-Nabellen offertes-START,11119.0,2012-02-18 03:41:42,8000,2012-02-18 03:43:48,3,2012-02-18,2012-02-18,4
52074,6833,W-Nabellen offertes-START,11300.0,2012-02-25 00:34:26,8000,2012-02-25 00:37:49,4,2012-02-25,2012-02-25,4
52075,6833,W-Nabellen offertes-START,10913.0,2012-03-03 04:12:34,8000,2012-03-03 04:15:09,3,2012-03-03,2012-03-03,4
52256,6857,W-Completeren aanvraag-START,11000.0,2012-01-20 23:17:00,10000,2012-01-20 23:26:53,10,2012-01-20,2012-01-20,4
52257,6857,W-Nabellen offertes-START,11181.0,2012-01-27 23:12:34,10000,2012-01-27 23:14:34,2,2012-01-27,2012-01-27,4
52258,6857,W-Nabellen offertes-START,11203.0,2012-02-07 21:49:04,10000,2012-02-07 21:51:33,3,2012-02-07,2012-02-07,4
52259,6857,W-Nabellen offertes-START,10913.0,2012-02-11 22:42:44,10000,2012-02-11 22:48:33,6,2012-02-11,2012-02-11,4
52260,6857,W-Nabellen offertes-START,10913.0,2012-02-17 23:40:34,10000,2012-02-17 23:45:14,5,2012-02-17,2012-02-17,4
52261,6857,W-Nabellen offertes-START,10913.0,2012-02-17 23:46:03,10000,2012-02-17 23:46:28,1,2012-02-17,2012-02-17,4
52262,6857,W-Nabellen offertes-START,11181.0,2012-02-24 19:32:42,10000,2012-02-24 19:34:53,3,2012-02-24,2012-02-24,4
52263,6857,W-Nabellen offertes-START,11009.0,2012-02-28 23:31:56,10000,2012-02-28 23:44:23,13,2012-02-28,2012-02-28,4
52264,6857,W-Nabellen offertes-START,10909.0,2012-03-03 20:30:13,10000,2012-03-03 20:35:51,6,2012-03-03,2012-03-03,4
53885,7065,W-Completeren aanvraag-START,11169.0,2012-01-24 18:25:50,7000,2012-01-24 19:51:15,86,2012-01-24,2012-01-24,3
53886,7065,W-Completeren aanvraag-START,10881.0,2012-01-24 20:00:30,7000,2012-01-24 20:02:56,3,2012-01-24,2012-01-24,3
53887,7065,W-Completeren aanvraag-START,10913.0,2012-01-25 03:31:49,7000,2012-01-25 03:46:20,15,2012-01-25,2012-01-25,3
53888,7065,W-Nabellen offertes-START,10933.0,2012-01-31 20:43:37,7000,2012-01-31 20:46:11,3,2012-01-31,2012-01-31,3
53889,7065,W-Nabellen offertes-START,10861.0,2012-02-02 00:41:01,7000,2012-02-02 00:43:06,3,2012-02-02,2012-02-02,3
53890,7065,W-Nabellen offertes-START,10861.0,2012-02-02 00:43:29,7000,2012-02-02 00:43:52,1,2012-02-02,2012-02-02,3
53891,7065,W-Nabellen offertes-START,11180.0,2012-02-02 02:45:42,7000,2012-02-02 02:58:12,13,2012-02-02,2012-02-02,3
53892,7065,W-Nabellen offertes-START,11179.0,2012-02-10 20:26:56,7000,2012-02-10 20:27:09,1,2012-02-10,2012-02-10,3
53893,7065,W-Nabellen offertes-START,11203.0,2012-02-14 19:22:48,7000,2012-02-14 19:25:49,4,2012-02-14,2012-02-14,3
53894,7065,W-Nabellen offertes-START,10913.0,2012-02-18 00:44:59,7000,2012-02-18 00:46:01,2,2012-02-18,2012-02-18,3
53895,7065,W-Nabellen offertes-START,11299.0,2012-02-22 23:18:15,7000,2012-02-22 23:19:37,2,2012-02-22,2012-02-22,3
53896,7065,W-Nabellen offertes-START,11309.0,2012-02-24 00:03:40,7000,2012-02-24 00:07:52,5,2012-02-24,2012-02-24,3
53897,7065,W-Nabellen offertes-START,10933.0,2012-02-24 02:07:53,7000,2012-02-24 02:10:54,4,2012-02-24,2012-02-24,3
53898,7065,W-Nabellen offertes-START,10933.0,2012-02-24 02:10:56,7000,2012-02-24 02:11:49,1,2012-02-24,2012-02-24,3
53899,7065,W-Nabellen offertes-START,11119.0,2012-03-03 18:32:51,7000,2012-03-03 18:34:46,2,2012-03-03,2012-03-03,3
