,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
58218,7606,W-Afhandelen leads-START,10912.0,2012-02-01 22:15:45,30000,2012-02-01 22:19:06,4,2012-02-01,2012-02-01,9
58219,7606,W-Completeren aanvraag-START,10982.0,2012-02-02 00:36:26,30000,2012-02-02 00:38:17,2,2012-02-02,2012-02-02,9
58220,7606,W-Completeren aanvraag-START,11201.0,2012-02-02 17:48:46,30000,2012-02-02 17:49:00,1,2012-02-02,2012-02-02,9
58221,7606,W-Completeren aanvraag-START,11169.0,2012-02-02 18:03:33,30000,2012-02-02 18:18:52,16,2012-02-02,2012-02-02,9
58222,7606,W-Nabellen offertes-START,11179.0,2012-02-10 20:45:28,30000,2012-02-10 20:50:49,6,2012-02-10,2012-02-10,9
58223,7606,W-Nabellen offertes-START,11203.0,2012-02-16 22:55:35,30000,2012-02-16 22:55:45,1,2012-02-16,2012-02-16,9
58224,7606,W-Nabellen offertes-START,11119.0,2012-02-17 02:46:26,30000,2012-02-17 02:52:10,6,2012-02-17,2012-02-17,9
58225,7606,W-Nabellen offertes-START,11181.0,2012-02-24 18:50:32,30000,2012-02-24 18:50:52,1,2012-02-24,2012-02-24,9
58226,7606,W-Nabellen offertes-START,11302.0,2012-02-24 23:08:14,30000,2012-02-24 23:09:33,2,2012-02-24,2012-02-24,9
58227,7606,W-Nabellen offertes-START,11302.0,2012-02-24 23:10:04,30000,2012-02-24 23:19:22,10,2012-02-24,2012-02-24,9
58228,7606,W-Nabellen offertes-START,11302.0,2012-02-24 23:19:55,30000,2012-02-24 23:24:12,5,2012-02-24,2012-02-24,9
58229,7606,W-Nabellen offertes-START,11119.0,2012-03-03 19:46:31,30000,2012-03-03 19:50:25,4,2012-03-03,2012-03-03,9
58230,7606,W-Nabellen offertes-START,10899.0,2012-03-08 18:35:38,30000,2012-03-08 18:36:01,1,2012-03-08,2012-03-08,9
58231,7606,W-Valideren aanvraag-START,10138.0,2012-03-14 18:25:32,30000,2012-03-14 18:44:33,20,2012-03-14,2012-03-14,9
58232,7606,W-Nabellen incomplete dossiers-START,10863.0,2012-03-14 23:09:35,30000,2012-03-14 23:12:42,4,2012-03-14,2012-03-14,9
59285,7737,W-Afhandelen leads-START,10932.0,2012-02-03 19:56:15,7500,2012-02-03 19:58:12,2,2012-02-03,2012-02-03,3
59286,7737,W-Completeren aanvraag-START,11203.0,2012-02-03 22:28:36,7500,2012-02-03 22:28:42,1,2012-02-03,2012-02-03,3
59287,7737,W-Completeren aanvraag-START,11201.0,2012-02-04 02:01:37,7500,2012-02-04 02:12:43,12,2012-02-04,2012-02-04,3
59288,7737,W-Nabellen offertes-START,10909.0,2012-02-11 22:57:43,7500,2012-02-11 23:07:24,10,2012-02-11,2012-02-11,3
59289,7737,W-Nabellen offertes-START,11119.0,2012-02-18 03:36:38,7500,2012-02-18 03:38:23,2,2012-02-18,2012-02-18,3
59290,7737,W-Nabellen offertes-START,10932.0,2012-02-20 20:03:09,7500,2012-02-20 20:08:42,6,2012-02-20,2012-02-20,3
59291,7737,W-Nabellen offertes-START,11119.0,2012-02-25 02:54:51,7500,2012-02-25 02:55:10,1,2012-02-25,2012-02-25,3
59292,7737,W-Nabellen offertes-START,10933.0,2012-03-02 01:51:56,7500,2012-03-02 01:58:16,7,2012-03-02,2012-03-02,3
59293,7737,W-Nabellen offertes-START,10933.0,2012-03-02 02:31:47,7500,2012-03-02 02:32:00,1,2012-03-02,2012-03-02,3
59294,7737,W-Nabellen offertes-START,11003.0,2012-03-02 02:36:17,7500,2012-03-02 02:38:22,3,2012-03-02,2012-03-02,3
59295,7737,W-Nabellen offertes-START,11119.0,2012-03-10 20:34:19,7500,2012-03-10 20:40:59,7,2012-03-10,2012-03-10,3
59296,7737,W-Nabellen offertes-START,11259.0,2012-03-14 18:59:01,7500,2012-03-14 18:59:16,1,2012-03-14,2012-03-14,3
61709,8042,W-Completeren aanvraag-START,10863.0,2012-02-09 02:10:51,10000,2012-02-09 02:11:34,1,2012-02-09,2012-02-09,4
61710,8042,W-Completeren aanvraag-START,11119.0,2012-02-09 03:18:12,10000,2012-02-09 03:20:41,3,2012-02-09,2012-02-09,4
61713,8042,W-Nabellen offertes-START,11203.0,2012-02-16 18:21:14,10000,2012-02-16 18:24:00,3,2012-02-16,2012-02-16,4
61714,8042,W-Nabellen offertes-START,11203.0,2012-02-18 04:13:57,10000,2012-02-18 04:15:08,2,2012-02-18,2012-02-18,4
61715,8042,W-Nabellen offertes-START,10913.0,2012-02-19 00:52:19,10000,2012-02-19 00:54:43,3,2012-02-19,2012-02-19,4
61716,8042,W-Nabellen offertes-START,10881.0,2012-02-23 03:46:14,10000,2012-02-23 03:47:18,2,2012-02-23,2012-02-23,4
61717,8042,W-Nabellen offertes-START,11122.0,2012-02-24 04:32:50,10000,2012-02-24 04:35:33,3,2012-02-24,2012-02-24,4
61718,8042,W-Nabellen offertes-START,11302.0,2012-02-24 22:32:24,10000,2012-02-24 22:34:18,2,2012-02-24,2012-02-24,4
61719,8042,W-Nabellen offertes-START,10935.0,2012-02-27 18:31:54,10000,2012-02-27 18:33:04,2,2012-02-27,2012-02-27,4
61720,8042,W-Nabellen offertes-START,10933.0,2012-03-02 02:20:52,10000,2012-03-02 02:22:49,2,2012-03-02,2012-03-02,4
61721,8042,W-Nabellen offertes-START,10933.0,2012-03-02 02:31:31,10000,2012-03-02 02:31:39,1,2012-03-02,2012-03-02,4
61722,8042,W-Nabellen offertes-START,10913.0,2012-03-06 03:28:22,10000,2012-03-06 03:28:58,1,2012-03-06,2012-03-06,4
61723,8042,W-Nabellen offertes-START,10913.0,2012-03-06 03:32:40,10000,2012-03-06 03:35:30,3,2012-03-06,2012-03-06,4
61724,8042,W-Nabellen offertes-START,10913.0,2012-03-06 03:35:38,10000,2012-03-06 03:43:18,8,2012-03-06,2012-03-06,4
61725,8042,W-Nabellen offertes-START,11181.0,2012-03-14 00:38:54,10000,2012-03-14 00:40:58,3,2012-03-14,2012-03-14,4
63559,8293,W-Completeren aanvraag-START,11000.0,2012-02-13 20:28:51,28500,2012-02-13 20:31:40,3,2012-02-13,2012-02-13,9
63560,8293,W-Completeren aanvraag-START,11009.0,2012-02-14 17:54:55,28500,2012-02-14 17:56:24,2,2012-02-14,2012-02-14,9
63561,8293,W-Completeren aanvraag-START,11169.0,2012-02-15 22:17:45,28500,2012-02-15 22:24:38,7,2012-02-15,2012-02-15,9
63562,8293,W-Completeren aanvraag-START,11003.0,2012-02-16 23:20:13,28500,2012-02-16 23:20:44,1,2012-02-16,2012-02-16,9
63563,8293,W-Completeren aanvraag-START,11121.0,2012-02-17 20:45:00,28500,2012-02-17 20:45:06,1,2012-02-17,2012-02-17,9
63564,8293,W-Completeren aanvraag-START,10932.0,2012-02-17 23:50:07,28500,2012-02-17 23:50:47,1,2012-02-17,2012-02-17,9
63565,8293,W-Completeren aanvraag-START,11019.0,2012-02-18 03:50:55,28500,2012-02-18 03:52:03,2,2012-02-18,2012-02-18,9
63566,8293,W-Completeren aanvraag-START,10931.0,2012-02-18 23:06:53,28500,2012-02-18 23:07:11,1,2012-02-18,2012-02-18,9
63567,8293,W-Completeren aanvraag-START,10861.0,2012-02-20 17:35:12,28500,2012-02-20 17:36:18,2,2012-02-20,2012-02-20,9
63568,8293,W-Completeren aanvraag-START,11019.0,2012-02-22 04:09:49,28500,2012-02-22 04:12:09,3,2012-02-22,2012-02-22,9
63569,8293,W-Completeren aanvraag-START,10863.0,2012-02-22 22:12:00,28500,2012-02-22 22:13:12,2,2012-02-22,2012-02-22,9
63570,8293,W-Completeren aanvraag-START,11179.0,2012-02-23 17:08:03,28500,2012-02-23 17:17:22,10,2012-02-23,2012-02-23,9
63571,8293,W-Completeren aanvraag-START,11299.0,2012-03-13 01:16:43,28500,2012-03-13 01:17:52,2,2012-03-13,2012-03-13,9
63572,8293,W-Completeren aanvraag-START,11299.0,2012-03-14 00:49:19,28500,2012-03-14 00:50:51,2,2012-03-14,2012-03-14,9
63667,8302,W-Completeren aanvraag-START,10909.0,2012-02-13 20:27:21,26750,2012-02-13 20:28:55,2,2012-02-13,2012-02-13,9
63668,8302,W-Completeren aanvraag-START,11203.0,2012-02-14 20:10:56,26750,2012-02-14 20:12:13,2,2012-02-14,2012-02-14,9
63669,8302,W-Completeren aanvraag-START,11180.0,2012-02-15 02:54:40,26750,2012-02-15 02:55:33,1,2012-02-15,2012-02-15,9
63670,8302,W-Completeren aanvraag-START,11319.0,2012-02-15 23:29:58,26750,2012-02-15 23:32:12,3,2012-02-15,2012-02-15,9
63671,8302,W-Completeren aanvraag-START,11003.0,2012-02-16 22:52:36,26750,2012-02-16 22:54:07,2,2012-02-16,2012-02-16,9
63672,8302,W-Completeren aanvraag-START,11003.0,2012-02-16 22:55:30,26750,2012-02-16 22:55:38,1,2012-02-16,2012-02-16,9
63673,8302,W-Completeren aanvraag-START,11122.0,2012-02-17 02:14:25,26750,2012-02-17 02:15:12,1,2012-02-17,2012-02-17,9
63674,8302,W-Completeren aanvraag-START,11003.0,2012-02-17 02:15:22,26750,2012-02-17 02:15:29,1,2012-02-17,2012-02-17,9
63675,8302,W-Completeren aanvraag-START,11300.0,2012-02-17 17:50:57,26750,2012-02-17 17:51:08,1,2012-02-17,2012-02-17,9
63676,8302,W-Completeren aanvraag-START,11300.0,2012-02-17 17:51:39,26750,2012-02-17 17:58:58,8,2012-02-17,2012-02-17,9
63677,8302,W-Completeren aanvraag-START,10912.0,2012-02-17 18:03:38,26750,2012-02-17 18:04:50,2,2012-02-17,2012-02-17,9
63678,8302,W-Completeren aanvraag-START,11122.0,2012-02-18 01:42:54,26750,2012-02-18 01:47:36,5,2012-02-18,2012-02-18,9
63679,8302,W-Completeren aanvraag-START,11122.0,2012-02-18 02:07:02,26750,2012-02-18 02:09:36,3,2012-02-18,2012-02-18,9
63680,8302,W-Completeren aanvraag-START,11019.0,2012-02-18 03:52:08,26750,2012-02-18 03:53:47,2,2012-02-18,2012-02-18,9
63681,8302,W-Completeren aanvraag-START,10913.0,2012-02-18 20:04:03,26750,2012-02-18 20:07:38,4,2012-02-18,2012-02-18,9
63682,8302,W-Completeren aanvraag-START,10909.0,2012-02-26 00:36:44,26750,2012-02-26 00:36:54,1,2012-02-26,2012-02-26,9
63683,8302,W-Completeren aanvraag-START,11299.0,2012-03-13 04:16:58,26750,2012-03-13 04:18:37,2,2012-03-13,2012-03-13,9
63684,8302,W-Completeren aanvraag-START,11003.0,2012-03-14 00:28:19,26750,2012-03-14 00:29:00,1,2012-03-14,2012-03-14,9
63769,8313,W-Completeren aanvraag-START,11201.0,2012-02-13 21:32:00,21115,2012-02-13 21:35:57,4,2012-02-13,2012-02-13,8
63770,8313,W-Completeren aanvraag-START,11203.0,2012-02-14 20:26:57,21115,2012-02-14 20:35:08,9,2012-02-14,2012-02-14,8
63771,8313,W-Completeren aanvraag-START,11180.0,2012-02-15 03:27:50,21115,2012-02-15 03:28:55,2,2012-02-15,2012-02-15,8
63772,8313,W-Completeren aanvraag-START,11309.0,2012-02-16 17:36:07,21115,2012-02-16 17:36:38,1,2012-02-16,2012-02-16,8
63773,8313,W-Completeren aanvraag-START,11009.0,2012-02-16 19:09:58,21115,2012-02-16 19:11:13,2,2012-02-16,2012-02-16,8
63774,8313,W-Completeren aanvraag-START,11309.0,2012-02-17 00:21:33,21115,2012-02-17 00:21:40,1,2012-02-17,2012-02-17,8
63775,8313,W-Completeren aanvraag-START,11019.0,2012-02-18 04:32:53,21115,2012-02-18 04:35:04,3,2012-02-18,2012-02-18,8
63776,8313,W-Completeren aanvraag-START,10909.0,2012-02-18 21:50:30,21115,2012-02-18 21:50:34,1,2012-02-18,2012-02-18,8
63777,8313,W-Completeren aanvraag-START,10861.0,2012-02-20 17:32:53,21115,2012-02-20 17:34:47,2,2012-02-20,2012-02-20,8
63778,8313,W-Completeren aanvraag-START,11019.0,2012-02-22 03:25:28,21115,2012-02-22 04:09:42,45,2012-02-22,2012-02-22,8
63779,8313,W-Completeren aanvraag-START,11203.0,2012-02-22 22:07:08,21115,2012-02-22 22:10:19,4,2012-02-22,2012-02-22,8
63780,8313,W-Completeren aanvraag-START,11203.0,2012-02-23 04:35:53,21115,2012-02-23 04:36:25,1,2012-02-23,2012-02-23,8
63781,8313,W-Completeren aanvraag-START,11201.0,2012-02-23 21:12:50,21115,2012-02-23 21:14:33,2,2012-02-23,2012-02-23,8
63782,8313,W-Completeren aanvraag-START,10909.0,2012-02-26 00:20:32,21115,2012-02-26 00:21:48,2,2012-02-26,2012-02-26,8
63783,8313,W-Completeren aanvraag-START,10909.0,2012-02-27 18:43:00,21115,2012-02-27 18:51:32,9,2012-02-27,2012-02-27,8
63784,8313,W-Nabellen offertes-START,11300.0,2012-03-08 00:47:15,21115,2012-03-08 00:49:48,3,2012-03-08,2012-03-08,8
63785,8313,W-Nabellen offertes-START,11180.0,2012-03-14 20:42:31,21115,2012-03-14 20:43:04,1,2012-03-14,2012-03-14,8
63786,8313,W-Nabellen offertes-START,11009.0,2012-03-14 20:46:20,21115,2012-03-14 20:48:51,3,2012-03-14,2012-03-14,8
63787,8314,W-Completeren aanvraag-START,11201.0,2012-02-13 21:36:43,22362,2012-02-13 21:49:11,13,2012-02-13,2012-02-13,8
63789,8314,W-Nabellen offertes-START,11299.0,2012-02-21 00:25:12,22362,2012-02-21 00:28:18,4,2012-02-21,2012-02-21,8
63790,8314,W-Nabellen offertes-START,10933.0,2012-02-28 04:58:10,22362,2012-02-28 04:58:28,1,2012-02-28,2012-02-28,8
63791,8314,W-Nabellen offertes-START,10933.0,2012-02-28 04:58:38,22362,2012-02-28 05:00:47,3,2012-02-28,2012-02-28,8
63792,8314,W-Nabellen offertes-START,11122.0,2012-02-29 00:56:09,22362,2012-02-29 00:56:18,1,2012-02-29,2012-02-29,8
