,CASE_ID,Activity,Resource,StartTimestamp,Amount,CompleteTimestamp,Duration,StartDate,CompleteDate,weight
57448,7518,W-Completeren aanvraag-START,10933.0,2012-01-31 19:52:35,30000,2012-01-31 20:03:04,11,2012-01-31,2012-01-31,9
57449,7518,W-Completeren aanvraag-START,10933.0,2012-01-31 20:22:58,30000,2012-01-31 20:35:57,13,2012-01-31,2012-01-31,9
57450,7518,W-Completeren aanvraag-START,10910.0,2012-01-31 22:19:33,30000,2012-01-31 22:19:56,1,2012-01-31,2012-01-31,9
57451,7518,W-Completeren aanvraag-START,10932.0,2012-02-10 20:55:51,30000,2012-02-10 21:00:21,5,2012-02-10,2012-02-10,9
57452,7518,W-Nabellen offertes-START,10932.0,2012-02-13 18:40:57,30000,2012-02-13 18:42:43,2,2012-02-13,2012-02-13,9
57453,7518,W-Nabellen offertes-START,10931.0,2012-02-25 20:23:37,30000,2012-02-25 20:30:29,7,2012-02-25,2012-02-25,9
57454,7518,W-Nabellen offertes-START,10933.0,2012-03-02 03:23:36,30000,2012-03-02 03:25:29,2,2012-03-02,2012-03-02,9
57455,7518,W-Nabellen offertes-START,11119.0,2012-03-04 00:06:47,30000,2012-03-04 00:09:40,3,2012-03-04,2012-03-04,9
59207,7730,W-Afhandelen leads-START,10932.0,2012-02-03 18:32:44,5000,2012-02-06 14:15:04,1183,2012-02-03,2012-02-06,1
59208,7730,W-Afhandelen leads-START,11179.0,2012-02-06 17:01:48,5000,2012-02-06 17:04:54,4,2012-02-06,2012-02-06,1
59209,7730,W-Completeren aanvraag-START,11179.0,2012-02-06 20:06:33,5000,2012-02-06 20:09:46,4,2012-02-06,2012-02-06,1
59211,7730,W-Completeren aanvraag-START,10863.0,2012-02-08 04:17:58,5000,2012-02-08 04:21:15,4,2012-02-08,2012-02-08,1
59212,7730,W-Completeren aanvraag-START,10861.0,2012-02-08 18:03:21,5000,2012-02-08 18:04:20,1,2012-02-08,2012-02-08,1
59213,7730,W-Completeren aanvraag-START,10863.0,2012-02-09 00:41:24,5000,2012-02-09 00:43:02,2,2012-02-09,2012-02-09,1
59214,7730,W-Completeren aanvraag-START,11201.0,2012-02-09 21:27:22,5000,2012-02-09 21:30:47,4,2012-02-09,2012-02-09,1
59215,7730,W-Completeren aanvraag-START,10909.0,2012-02-11 21:05:14,5000,2012-02-11 21:06:13,1,2012-02-11,2012-02-11,1
59216,7730,W-Completeren aanvraag-START,10909.0,2012-02-11 22:43:36,5000,2012-02-11 22:46:46,4,2012-02-11,2012-02-11,1
59217,7730,W-Completeren aanvraag-START,11302.0,2012-03-03 20:44:29,5000,2012-03-03 20:44:37,1,2012-03-03,2012-03-03,1
59218,7730,W-Completeren aanvraag-START,11302.0,2012-03-04 00:40:32,5000,2012-03-04 00:40:40,1,2012-03-04,2012-03-04,1
59748,7787,W-Completeren aanvraag-START,11201.0,2012-02-04 04:10:30,6000,2012-02-04 04:11:52,2,2012-02-04,2012-02-04,2
59754,7787,W-Nabellen offertes-START,11181.0,2012-02-12 00:09:37,6000,2012-02-12 00:12:17,3,2012-02-12,2012-02-12,2
